username,profile_pic,biography,follows_count,followed_by_count,ff_ratio,media_count,is_private,is_verified,is_business_account,is_joined_recently,highlight_reel_count,recently_removed,average_likes,max_likes,min_likes,std_likes,var_likes,skw_likes,average_comments,max_comments,min_comments,std_comments,var_comments,skw_comments,mean_time_between_posts,max_time_between_posts,min_time_between_posts,std_time_between_posts,var_time_between_posts,skw_time_between_posts,real_account
enricorig,True,17,927,22136,23.879180151024812,1302,False,False,True,False,31,False,1173.92,1621.0,1027.0,137.31469938308376,18855.326666666668,1.501924568123239,105.44,178.0,63.0,29.21341016268613,853.4233333333334,0.9500735259845203,181493.20833333334,359223.0,81787.0,62889.32306975566,3955066956.1721015,0.6861881959230152,True
alessia_ceccherini,True,94,2804,4763,1.6986447931526392,511,False,False,True,False,2,False,171.12,426.0,62.0,83.62930108520577,6993.86,1.012365183809037,1.2,6.0,0.0,1.5545631755148024,2.4166666666666665,1.49417664978305,338010.2083333333,769164.0,2197.0,179193.9895456947,32110485889.302536,0.466421599760938,True
simofior3,True,25,584,537,0.9195205479452054,39,False,False,True,False,1,False,109.68,159.0,48.0,28.8367820673528,831.5600000000001,-0.48483665012624355,1.88,8.0,0.0,1.8779421361337698,3.526666666666667,1.7177200624640423,4369740.291666667,14287991.0,92881.0,3690135.352707981,13617098921305.258,0.951712932262881,True
antoniobarderi,True,0,0,32,32.0,0,False,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
gaffeus_gang,True,0,86,69,0.8023255813953488,10,False,False,True,False,0,False,24.8,34.0,15.0,6.528569691917382,42.62222222222222,-0.07061070045683839,0.4,3.0,0.0,0.966091783079296,0.9333333333333335,2.2445268709987793,2821891.222222222,13156515.0,91449.0,4232302.983345999,17912388542839.445,1.806043849149717,True
catiaarg,True,72,723,199,0.2752420470262794,688,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
loreguidu,True,12,168,373,2.2202380952380953,77,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
ilcoinquilinodim,True,110,10,109775,10977.5,372,False,False,True,False,8,False,8437.8,14414.0,5816.0,1850.8925099349592,3425803.083333333,1.2795524403541694,154.64,311.0,38.0,70.02492413419668,4903.49,0.27046840487819807,356562.5416666667,3529576.0,72554.0,738617.1097721553,545555234848.1721,3.5541915555485413,True
just_denisa,True,0,545,492,0.9027522935779817,60,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
_niiles_,True,42,214,165,0.7710280373831776,13,False,False,True,False,4,False,31.53846153846154,52.0,20.0,10.211230619726047,104.26923076923077,0.801585185801089,1.4615384615384615,6.0,0.0,2.1453587351685734,4.602564102564102,1.161691632226142,5715417.416666667,23138808.0,41218.0,7009481.02704778,49132824268542.805,1.334259530090664,True
charlie.thecreator,True,27,258,311,1.2054263565891472,20,False,False,False,False,0,False,40.857142857142854,85.0,15.0,20.587097207439697,423.8285714285714,0.8067995625579927,1.4285714285714286,4.0,0.0,1.325572652532805,1.757142857142857,0.619493926761334,6730756.1,54242855.0,351450.0,12035007.185939647,144841397965618.94,3.2734445787922293,True
stefano_massafra,True,0,823,465,0.5650060753341434,66,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
jenatkinhair,True,144,379,3227380,8515.51451187335,7536,False,True,False,False,31,False,16672.76,43766.0,1682.0,12004.933476422655,144118427.77333334,0.3823154451502075,807.8,15637.0,9.0,3097.0911352428748,9591973.5,4.658206803884047,49942.208333333336,101765.0,8290.0,26435.895048998562,698856547.0416666,0.03595752029412396,True
okiro,True,145,312,4838,15.506410256410257,259,True,False,False,False,1,False,,,,,,,,,,,,,,,,,,,True
tonilore,True,0,247,246,0.9959514170040485,6,False,False,False,False,2,False,28.833333333333332,48.0,18.0,11.72035266818651,137.36666666666667,0.6777455566585554,2.3333333333333335,5.0,1.0,1.505545305418162,2.2666666666666666,0.9273420957271553,31953810.0,145106747.0,1464100.0,63279393.87643157,4004281689368565.5,1.497040226611818,True
cerennn_rm,True,55,343,453,1.3206997084548104,283,False,False,False,False,0,False,57.08,80.0,37.0,13.619593728644528,185.49333333333334,0.19091186780224242,0.56,3.0,0.0,0.8205689083394114,0.6733333333333333,1.4208835520597594,2091336.875,9905592.0,230.0,2720722.8119685613,7402332619566.114,1.5461091023393638,True
antonio.scovotti,True,0,563,501,0.8898756660746003,62,False,False,True,False,0,False,19.56,87.0,3.0,19.317694824521205,373.1733333333333,2.6655720535823115,1.16,12.0,0.0,2.4440403706431146,5.973333333333334,3.725867049727359,4510387.125,87214242.0,47131.0,17718595.900998678,313948640702887.1,4.505196786937064,True
simona.cartolina,True,66,361,431,1.1939058171745152,340,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
mari_trotter92,True,150,1243,1670,1.343523732904264,503,False,False,False,False,21,False,136.12,263.0,22.0,61.4276810566702,3773.3599999999997,0.39499878318863,6.36,20.0,0.0,5.483915875843952,30.073333333333338,1.0108895937540998,814092.25,3107807.0,90977.0,827850.0491095175,685335703810.6305,1.5274501658430641,True
piabaroncini,True,68,1861,119058,63.97528210639441,762,False,True,False,False,14,False,4354.28,8654.0,1567.0,2167.3405654549697,4697365.126666667,0.45736537478205475,64.68,175.0,5.0,40.72132938236013,1658.2266666666667,0.6070177907942828,85542.875,268809.0,4737.0,71264.02332680092,5078561020.722826,1.0137671544722915,True
robertoderosa,True,145,1965,358167,182.2732824427481,3170,False,True,False,False,11,False,5194.2,9833.0,2012.0,1985.4381758191314,3941964.75,0.44784984392386795,101.16,269.0,20.0,73.59669376631896,5416.473333333333,0.8327611722789641,110265.95833333333,329005.0,17396.0,87689.19254735377,7689394489.606885,1.2458831349684558,True
fernandafern,True,38,847,1004,1.1853600944510034,55,False,False,False,False,6,False,193.2,602.0,34.0,139.83949132249205,19555.083333333332,1.352467386595448,7.84,31.0,0.0,7.191893584678053,51.72333333333333,1.8064843762997504,2866583.375,16823187.0,94630.0,4751218.008521227,22574072564496.418,2.1675546189092287,True
salvatriceblum,True,0,359,109,0.30362116991643456,206,False,False,False,False,3,False,4.76,22.0,1.0,4.9267974723275705,24.273333333333337,2.553827982875787,0.2,2.0,0.0,0.5,0.25000000000000006,2.449489742783178,356635.2916666667,2256594.0,47.0,579333.9245868992,335627796177.25903,2.0902369128108313,True
_albertoperrone_,True,0,233,514,2.2060085836909873,121,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
marcelloascani,True,139,636,169528,266.55345911949684,1497,False,True,False,False,36,False,10806.32,21494.0,4349.0,3892.3143792179308,15150111.226666667,0.5715123468291552,29.24,50.0,6.0,11.569644189285453,133.85666666666665,-0.005530042220535182,176719.25,865789.0,76954.0,214606.73868998655,46056052291.152176,2.306807085175939,True
assol_klan,True,140,253,652,2.5770750988142295,6,False,False,True,False,3,False,242.0,402.0,36.0,111.1035552986492,12344.0,-0.5994664912812481,14.571428571428571,28.0,0.0,10.325649985305894,106.61904761904762,0.09779142435874197,8798346.333333334,40526458.0,171777.0,16055838.234747566,257789941420381.84,1.5666059682196039,True
_anitamatamoros,True,47,926,517888,559.2742980561555,2139,False,True,True,False,9,False,34567.76,51383.0,18550.0,8382.730264657213,70270166.69,0.02999400022731455,119.36,201.0,34.0,46.44071489544493,2156.7400000000002,0.29573533646015515,165319.04166666666,579028.0,432.0,170056.69330434155,28919278937.606888,0.9329815058475736,True
geomapsdaily,True,35,105,40217,383.0190476190476,391,False,False,True,False,5,False,3336.68,8445.0,944.0,1535.2739636082326,2357066.143333333,1.2264232327018205,277.96,848.0,31.0,232.6113496801048,54108.03999999999,0.9750496092854185,119069.83333333333,179649.0,77171.0,42494.23293523044,1805759832.7536232,0.48574312235042344,True
vancityreynolds,True,35,206,34295291,166481.99514563108,476,False,True,False,False,0,False,907500.28,2217017.0,133653.0,580427.7024095048,336896317724.37665,0.5296391394255875,6799.32,42698.0,341.0,9509.271115250282,90426237.14333333,2.8769272367501193,305825.5,952536.0,3631.0,289457.28254697315,83785518419.47826,1.1278496317823663,True
desia_mass,True,0,604,221,0.3658940397350993,95,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
emme.lamp,True,76,5,191,38.2,0,False,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
e_reicher,True,34,782,681,0.870843989769821,273,False,False,True,False,12,False,91.44,119.0,63.0,13.515669918037112,182.67333333333332,-0.3579926900574905,4.6,12.0,0.0,3.9370039370059056,15.5,0.618826011371383,796585.7083333334,3708261.0,129.0,883425.6437994521,780440868122.4764,1.667604099634533,True
francescacassinelli,True,51,755,1566,2.0741721854304638,305,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
diletta.paghi,True,0,498,221,0.44377510040160645,48,False,False,False,False,0,False,24.4,90.0,5.0,24.271038983391982,589.0833333333333,1.7449897283369502,1.04,10.0,0.0,2.1886068628239292,4.790000000000001,3.1121482530924047,3641385.6666666665,30074935.0,29.0,7255635.527190131,52644246903423.62,2.827126193090305,True
alicepetragli,True,28,125,100,0.8,10,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
silvagnim,True,30,188,1640,8.72340425531915,335,False,False,True,False,1,False,288.32,394.0,182.0,47.44270228391296,2250.81,-0.23257594051512587,29.64,55.0,15.0,11.672189169131899,136.24,0.7735835030569986,454951.9166666667,5604046.0,33908.0,1105768.8455414146,1222724739769.9927,4.467062435708526,True
polly_boutique,True,145,1079,80880,74.95829471733086,4496,False,False,True,False,26,False,150.72,753.0,49.0,133.92955859953645,17937.126666666667,3.8062822543935413,0.96,7.0,0.0,1.540562667772179,2.3733333333333335,2.580171805953684,54049.375,114527.0,14557.0,29646.74165806788,878929290.9402174,0.2693536071849298,True
manumiccoli,True,0,816,737,0.9031862745098039,42,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
gretadip,True,0,449,1497,3.334075723830735,286,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
caterpillar.ja,True,80,306,35289,115.32352941176471,746,False,False,False,False,13,False,3170.04,6326.0,827.0,1296.0289824434226,1679691.1233333333,0.28524171714752466,17.36,37.0,7.0,8.245604889879214,67.99,0.8991525614034578,494072.1666666667,1787623.0,73520.0,482115.5644047134,232435417441.27533,1.582582416554094,True
luisdealfonso,True,26,1039,1224,1.178055822906641,119,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
giulia__izzo,True,40,1509,569,0.3770709078860172,571,False,False,False,False,5,False,60.52,92.0,34.0,19.746560882003394,389.9266666666667,0.36155318199991054,2.72,13.0,0.0,3.6345563690772495,13.209999999999999,1.8191573258971672,723730.4583333334,4327036.0,24876.0,936636.2044838492,877287379549.9111,2.7444701031498946,True
apmmonaco,True,67,50,849391,16987.82,3564,False,True,True,False,12,False,10422.92,45514.0,1254.0,10766.154017413399,115910072.32666667,2.066753959482282,134.4,604.0,7.0,188.56563843924482,35557.00000000001,1.6180715105236974,183573.91666666666,344852.0,3764.0,79750.51994374144,6360145431.297101,-0.09592775996327484,True
martina_frassanito,True,0,374,486,1.2994652406417113,309,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
ostetrica_francescaspertingati,True,138,614,1906,3.1042345276872965,199,False,False,True,False,7,False,136.6,310.0,33.0,79.44390054203868,6311.333333333333,0.6498624362200485,4.64,20.0,0.0,5.368736660829374,28.82333333333333,1.725072892260002,1065664.9166666667,3106823.0,29348.0,942932.2352544708,889121200281.9928,0.8786722803034618,True
pontedera_bellaria_rugby,True,0,982,1105,1.125254582484725,621,False,False,True,False,1,False,66.2,115.0,18.0,26.849891371599004,720.9166666666666,-0.4241580780294254,0.84,5.0,0.0,1.34412301024373,1.8066666666666666,1.6621563046424706,120354.83333333333,314751.0,16955.0,78380.01372059449,6143426550.84058,1.1497584145095583,True
_rinkey.roy_,True,61,963,559,0.5804776739356179,170,False,False,False,False,20,False,42.28,97.0,8.0,21.81268743950028,475.79333333333335,1.04798632856575,1.04,8.0,0.0,2.111081871142535,4.456666666666667,1.9804952841989285,147494.83333333334,313096.0,15315.0,80137.79333431108,6422065920.492754,0.2583325335295605,True
saleinzuccastyle,True,0,119,194,1.6302521008403361,95,False,False,False,False,1,False,26.36,43.0,15.0,6.836665854054885,46.74,0.5081522557778585,0.92,4.0,0.0,1.3515423288475528,1.8266666666666667,1.3872208688723142,2593751.0833333335,21838575.0,14668.0,4622919.013925894,21371380209317.56,3.2828112753990206,True
annibaledellagatta,True,0,2249,442,0.19653179190751446,25,False,False,False,False,0,False,28.96,122.0,5.0,31.769324827575417,1009.2899999999998,1.6981953923631319,2.12,8.0,0.0,2.7886675432303987,7.776666666666666,0.9211807763884303,4078971.5416666665,28685560.0,13.0,7598903.288253984,57743331184237.21,2.170140756118231,True
tattoo_agio,True,123,992,2557,2.5776209677419355,572,False,False,False,False,3,False,174.24,274.0,83.0,58.23177826582321,3390.94,0.24891337769621072,5.52,28.0,0.0,5.909878735360538,34.92666666666667,2.355641401483742,2669821.625,17334231.0,26017.0,4167268.561993646,17366127267780.592,2.661042239351457,True
artemoltobuffa,True,0,287,353,1.2299651567944252,37,False,False,False,False,0,False,26.84,68.0,12.0,11.4661821603066,131.47333333333333,1.8998778870017072,0.64,3.0,0.0,0.9521904571390466,0.9066666666666666,1.3628462933291645,1333330.1666666667,5279178.0,175699.0,1254085.2529864379,1572729821758.0579,1.6163172016370906,True
matteoppi,True,0,1219,1381,1.132895816242822,396,False,False,True,False,1,False,99.28,157.0,63.0,26.319384491283227,692.71,0.4631770863153034,4.52,21.0,0.0,5.3472734485280755,28.593333333333334,1.6140047908182107,1888751.125,9678240.0,684.0,2282383.2905323426,5209273484901.244,1.8970024594215362,True
lore_fil,True,52,315,475,1.507936507936508,84,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
tina_mu_,True,125,3593,665,0.1850821040912886,495,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
martigiordanz,True,16,753,1067,1.4169986719787517,20,False,False,True,False,0,False,248.13636363636363,310.0,155.0,42.19602266807061,1780.504329004329,-0.664084347739438,5.7727272727272725,12.0,1.0,3.0539875289267027,9.326839826839826,0.6002639358304621,3850872.095238095,16751059.0,91425.0,4454041.549519233,19838486124843.69,1.8905279991847428,True
rosafranceska,True,63,853,1772,2.077373974208675,149,False,False,False,False,12,False,225.44,620.0,34.0,188.7001766471528,35607.75666666667,1.0681790173631835,8.36,21.0,0.0,6.5503180584355345,42.906666666666666,0.7543823044137478,488979.0833333333,1469229.0,31511.0,433637.20102427405,188041222112.1667,0.5916947172876266,True
_margaret_mm,True,98,1953,1609,0.8238607270865336,588,False,False,True,False,6,False,139.16,218.0,54.0,49.05327036328295,2406.2233333333334,-0.27602485624102246,1.8,6.0,0.0,1.7559422921421233,3.0833333333333335,0.7351877693528028,562296.7916666666,1987379.0,97257.0,470343.6538188332,221223152687.65036,1.5535056594036984,True
ill0gic0,True,48,2548,189836,74.50392464678178,1772,False,False,False,False,14,False,18672.72,65456.0,745.0,14124.964774351356,199514629.87666667,1.5523373596507504,80.36,431.0,10.0,92.63993019571348,8582.156666666666,2.480198402636639,100997.875,173740.0,12224.0,44558.88066008108,1985493845.6793478,0.10929874367935483,True
beacongg,True,98,529,2403,4.542533081285444,929,False,False,True,False,17,False,169.24,249.0,77.0,38.256023490861324,1463.5233333333333,-0.06513710542075526,5.76,28.0,0.0,5.710224747474189,32.60666666666667,2.554362284573182,425935.4166666667,1088813.0,84937.0,253657.55383380418,64342154616.94927,0.7629578571957242,True
alexvvedenskiy,True,32,574,782,1.362369337979094,44,False,False,False,False,0,False,119.0,256.0,49.0,48.587549845613744,2360.75,0.8241470581186999,3.48,18.0,0.0,4.547160286010013,20.676666666666666,1.8303239076566051,3678650.0833333335,13888629.0,235958.0,3512874.919703356,12340290201480.861,1.3295214082457654,True
palazzoblupisa,True,132,778,6628,8.519280205655527,1337,False,False,True,False,2,False,92.12,352.0,19.0,72.35809100116816,5235.693333333333,1.960817057722973,0.24,2.0,0.0,0.5972157622389639,0.35666666666666663,2.2941654803229574,75129.58333333333,252601.0,301.0,77149.53121214428,5952050166.253624,0.9541771224799146,True
massiii84,True,14,519,365,0.7032755298651252,120,False,False,False,False,0,False,35.0,70.0,8.0,14.977761292440647,224.33333333333334,0.5715153401665396,1.72,9.0,0.0,2.6223399220289245,6.876666666666667,1.641758304265895,711826.0416666666,3154173.0,11797.0,700016.6262454354,490023277020.0417,1.904561776162935,True
beneditto,True,0,484,219,0.4524793388429752,310,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
evens.brecht,True,76,161,29046,180.40993788819875,314,False,False,True,False,0,False,1614.4,4009.0,169.0,1005.9600306837908,1011955.5833333334,0.6114752284288457,13.16,40.0,1.0,11.356642696384057,128.97333333333333,1.3169748941396051,141219.25,339592.0,25428.0,87669.81635474043,7685996699.673913,0.7536658193099524,True
crissuar7,True,0,1071,660,0.6162464985994398,46,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
ilmiofaber,True,140,40,19402,485.05,91,False,False,False,False,8,False,3051.76,8907.0,741.0,1974.177746134662,3897377.7733333334,1.4295667526792644,13.6,41.0,2.0,9.327379053088816,87.0,1.2694212900892525,545057.2916666666,3043108.0,14649.0,740055.8253742683,547682624670.3895,2.3331327657014618,True
singerfood,True,137,705,15369,21.8,3985,False,False,False,False,4,False,199.6,369.0,78.0,79.77363808510512,6363.833333333333,0.4474701126572995,12.0,33.0,0.0,9.03234926989282,81.58333333333333,0.8715362169667389,152206.41666666666,433511.0,23029.0,98346.33586327395,9672001777.731884,1.3549227405100353,True
amanda.lear,True,32,21,75431,3591.9523809523807,105,False,True,False,False,1,False,3924.88,9618.0,641.0,1822.2406838834436,3320561.11,1.0911698855290113,98.4,323.0,13.0,74.59725196010909,5564.75,1.8123699246448788,278800.5833333333,1251039.0,31195.0,268621.504040604,72157512433.03624,2.266058847466604,True
fabiomachera14,True,148,176,2661,15.119318181818182,1252,False,False,True,False,5,False,105.2,246.0,55.0,41.14911906711978,1693.2500000000002,1.7392223698199172,2.0,6.0,0.0,1.848422751068236,3.4166666666666665,0.7272320009806968,854250.6666666666,2696667.0,148078.0,675426.7905536641,456201349397.6232,1.2115401876881822,True
domenicouiovine,True,137,1556,29651,19.05591259640103,2416,False,False,True,False,10,False,580.76,1362.0,66.0,312.097110955335,97404.60666666667,0.5127603612174638,7.24,23.0,0.0,6.635008163772923,44.02333333333333,0.8815317723777408,277111.7083333333,1130762.0,26766.0,307147.60024067725,94339648333.60689,1.7130208221158842,True
kristina_hila.kh,True,104,643,786,1.2223950233281493,49,False,False,True,False,21,False,124.04,166.0,86.0,22.497185009092433,506.12333333333333,-0.05193865687098361,3.76,8.0,0.0,2.817800560721074,7.94,0.35267976124034855,3498144.9166666665,10626911.0,347945.0,2865306.6386361863,8209982133412.602,1.1055355532449607,True
lauraaleonii,True,60,1135,1559,1.373568281938326,159,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
gracesomehow,True,0,959,1641,1.7111574556830031,1435,False,False,False,False,1,False,77.0,158.0,25.0,36.810324638611924,1355.0,0.6958988363522373,3.44,12.0,0.0,3.524674925909244,12.423333333333334,1.0540116656171883,744350.375,4246355.0,353.0,885133.0277833119,783460476872.8533,2.6865590513454314,True
maracarfagna,True,100,94,49617,527.8404255319149,849,False,False,True,False,2,False,2432.64,5542.0,541.0,1287.1854269425728,1656846.3233333332,0.5449275654374282,94.44,199.0,17.0,47.35423247539055,2242.423333333333,0.5032003359261276,133143.79166666666,528470.0,2807.0,138051.6920586599,19058269680.25906,1.755117230804335,True
scenario_shop,True,128,1000,44432,44.432,1966,False,False,True,False,10,False,366.04,915.0,77.0,215.30917305121955,46358.04,1.1733793272937714,6.8,30.0,0.0,7.571877794400365,57.33333333333333,1.6579288880028655,53070.833333333336,233441.0,383.0,50798.07142407866,2580444060.405797,1.8038567523570475,True
giorgiapp,True,29,2519,729,0.28940055577610163,389,False,False,False,False,1,False,73.4,108.0,48.0,18.991226044325487,360.6666666666667,0.4419236411948784,1.52,11.0,0.0,2.7404379212089442,7.510000000000001,2.3148966363057224,631706.5416666666,3822756.0,44490.0,923664.2772621296,853155697090.1721,2.0607623928472307,True
clamurra,True,41,1699,434,0.2554443790464979,369,False,False,False,False,24,False,26.8,49.0,4.0,11.284207253207171,127.33333333333333,-0.11297566194871715,0.88,4.0,0.0,1.0923979738782625,1.1933333333333334,1.2185488600130376,1159845.25,4126535.0,70431.0,1054425.179068022,1111812458252.6304,0.9744639903973531,True
lore2984,True,140,313,27013,86.3035143769968,758,False,False,False,False,6,False,1975.36,3203.0,939.0,440.7967105140418,194301.74,0.5433388918649326,51.6,83.0,25.0,15.335144820531257,235.16666666666666,0.3393564760613449,230546.20833333334,604799.0,83740.0,113139.13913022594,12800464803.128622,1.7840403713459847,True
talletta,True,146,804,1107,1.376865671641791,375,False,False,False,False,24,False,76.32,168.0,24.0,40.348192855029666,1627.9766666666667,0.7962345222744055,1.44,11.0,0.0,2.48461935381123,6.173333333333334,2.49331848834091,518109.0,1663802.0,9258.0,498266.5048499561,248269509855.3913,0.8684466950711065,True
_dielleid_,True,37,766,912,1.1906005221932114,70,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
vany.altamore,True,16,2118,1616,0.7629839471199245,41,False,False,True,False,0,False,152.0,250.0,96.0,33.90058996536786,1149.25,0.806300855289553,6.68,18.0,0.0,4.7056703383612986,22.143333333333334,0.8492998733262852,548667.5833333334,2078399.0,72811.0,458456.98326488666,210182805504.34055,1.6572383745329833,True
bea_radicchi,True,119,1464,4691,3.204234972677596,229,False,False,True,False,10,False,373.68,649.0,193.0,113.40734838037025,12861.226666666667,0.7772571624130644,14.36,47.0,0.0,12.284407460950922,150.90666666666667,1.3476777208182236,70230.625,293939.0,8932.0,55596.2843619361,3090946834.853261,2.7903988970537807,True
adrielhenrique_s,True,104,1720,4160,2.4186046511627906,678,False,False,False,False,15,False,49.12,129.0,26.0,21.139063366194822,446.85999999999996,2.247484319974354,4.0,24.0,0.0,6.18465843842649,38.25,2.5875424352952527,900419.7916666666,4261279.0,221.0,934693.2934437338,873651552808.6938,2.068262134192077,True
dronecrates,True,0,173,20505,118.52601156069365,180,False,False,True,False,0,False,435.92,1068.0,107.0,222.74142707034392,49613.74333333333,1.0144601926358563,12.68,123.0,2.0,23.893374255917337,570.8933333333333,4.173447258943022,509928.25,4419380.0,44074.0,865145.9363150066,748477491122.3695,4.053172781689928,True
sharondeluca_,True,56,1111,14155,12.74077407740774,838,False,False,False,False,19,False,517.64,826.0,285.0,169.8599619294278,28852.406666666666,0.4755226167075503,12.12,29.0,3.0,6.521247324451563,42.52666666666667,0.8917644569880776,296172.5,851559.0,45715.0,233868.2977065808,54694380672.17391,0.8469421262344707,True
chrissheridanvisuals,True,70,507,16097,31.74950690335306,384,False,False,True,False,5,False,481.52,2104.0,63.0,396.82522601266163,157470.25999999998,2.93714113840317,8.6,22.0,1.0,4.804511768466525,23.083333333333332,0.6382092058205582,1458661.1666666667,10591370.0,32648.0,2797030.713252735,7823380810879.102,2.2098510632518855,True
rachele_dell,True,0,601,512,0.8519134775374376,656,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
grandiraponi,True,38,925,4177,4.515675675675675,98,False,False,True,False,9,False,450.24,909.0,96.0,230.0960451637533,52944.19,0.43849117980244984,15.08,39.0,0.0,10.668958087211077,113.82666666666667,0.7608057710910403,943190.0416666666,4594748.0,233124.0,1055799.5114007401,1114712608274.0417,2.332654111538733,True
jeffcolhoun,True,68,4,242949,60737.25,424,False,False,False,False,13,False,12517.32,16056.0,5162.0,3558.9318238295414,12665995.726666667,-0.727828718991636,228.84,408.0,105.0,73.46579703054567,5397.223333333333,0.31897929015437443,1246133.4583333333,3380202.0,177063.0,845091.2099373591,714179153113.3895,0.8852861120189597,True
alessandrorizzello99,True,121,309,244,0.7896440129449838,164,False,False,True,False,5,False,27.28,41.0,17.0,6.154402218466605,37.876666666666665,0.11362771723078911,0.4,3.0,0.0,0.816496580927726,0.6666666666666667,1.96875,560868.7083333334,3961541.0,36.0,1049894.9757056853,1102279460012.0415,2.148345752950297,True
_populart,True,27,236,118048,500.20338983050846,1933,False,False,False,False,2,False,3202.68,7050.0,491.0,1573.5933326837232,2476195.9766666666,0.7301496939275786,12.68,66.0,2.0,14.043741191956887,197.22666666666666,2.425821340809615,47197.708333333336,268134.0,14.0,76040.78124754714,5782200412.737318,1.5165063816826263,True
douglastonello,True,44,2733,10009,3.6622758873033296,3156,False,False,False,False,1,False,410.24,1030.0,45.0,297.2893203598138,88380.94,0.7242051223869252,10.32,35.0,0.0,10.241744643044628,104.89333333333333,1.1698350581355756,84275.375,370901.0,1030.0,99989.96224222252,9997992549.201086,1.7540458031383523,True
_paolomagri_,True,19,328,331,1.0091463414634145,44,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
grano_breads,True,19,730,1772,2.4273972602739726,359,False,False,True,False,0,False,116.16,261.0,34.0,49.35389211264565,2435.806666666667,1.0748979323557848,5.84,18.0,0.0,4.963869458396343,24.64,0.9463963561982957,310229.0833333333,1092796.0,70279.0,273922.0791605615,75033305451.64493,1.6475122132287765,True
lucaferrari_99,True,0,509,560,1.100196463654224,18,False,False,False,False,1,False,91.61111111111111,139.0,31.0,34.66162293625565,1201.4281045751634,-0.5673775831384554,2.8333333333333335,13.0,0.0,3.9295262399668784,15.441176470588234,1.9834967089641051,9118285.94117647,20245332.0,1098281.0,5142808.82702571,26448482631333.56,0.3697308538123895,True
olio_provenzani,True,134,1480,2319,1.566891891891892,248,False,False,True,False,8,False,74.68,205.0,24.0,35.65075969270033,1270.9766666666667,2.1400913432238444,2.04,9.0,0.0,1.9467922333931784,3.79,2.0869051059495574,352185.75,1206777.0,17118.0,334694.8429548078,112020637900.54347,1.1308378222878614,True
giulianilaura1,True,143,1151,125701,109.2102519548219,625,False,True,True,False,0,False,8581.72,26063.0,4013.0,4892.07565456627,23932404.209999997,2.1949541439363496,58.28,179.0,19.0,42.72540228014243,1825.46,1.4099069812329996,128646.45833333333,256954.0,55711.0,57617.97532547359,3319831080.606884,0.9612984286425871,True
marra_irene,True,0,792,406,0.5126262626262627,73,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
omareox,True,123,1547,1977,1.277957336780866,956,False,False,True,False,15,False,24.36,63.0,7.0,15.884688644519708,252.32333333333335,1.0656895309982208,1.0,8.0,0.0,1.7320508075688772,3.0,2.7989643421967507,491346.5,2414085.0,1392.0,610929.7244707553,373235128241.913,1.6903914288335862,True
andre.fra.1916,True,16,123,124,1.008130081300813,9,False,False,False,False,2,False,12.777777777777779,33.0,4.0,8.555375178473732,73.19444444444444,1.5024893915729485,0.8888888888888888,4.0,0.0,1.3642254619787417,1.8611111111111112,1.4608401883338524,1954986.75,4332652.0,194832.0,1611012.23955515,2595360435996.5,0.3653785937425723,True
federicacantagalli,True,68,910,1309,1.4384615384615385,185,False,False,True,False,10,False,204.8,315.0,110.0,49.25021150546801,2425.5833333333335,0.059216860874996016,5.08,22.0,0.0,6.224414296408405,38.74333333333334,1.527979378535757,732073.5,1810780.0,165244.0,489697.1345786309,239803283614.52173,1.1091387412532872,True
deniseelisire,True,104,1709,4893,2.8630778232884726,92,False,False,False,False,23,False,198.12,460.0,60.0,105.87347795049207,11209.193333333333,0.6326091229250549,12.56,34.0,1.0,8.708616422830897,75.83999999999999,0.7127596521086036,1350365.8333333333,3963959.0,107595.0,1195888.402901835,1430149072195.1016,1.0672397069410497,True
